"","studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","germplasmEntryNumber","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Biomass_1_oat_g","Biomass_2_oat_g","Biomass_3_oat_g","Biomass_4_oat_g","Grain weight - g|CO_350:0005123","oat_grain_yield","Lodging","Biomass_1_pea_g","Biomass_2_pea_g","Biomass_3_pea_g","Biomass_4_pea_g","Pea grain weight - g|COMP:0000009","pea_grain_yield","Pea plant establishment - plants/ft2|COMP:0000052","Pea plant height - cm|day 151|COMP:0000087","Pea plant height - cm|day 176|COMP:0000088","Pea plant height - cm|day 196|COMP:0000089","Pea plant height - cm|day 214|COMP:0000090","Plant establishment - plants/ft2|CO_350:0005124","Plant height - cm|day 151|COMP:0000075","Plant height - cm|day 176|COMP:0000076","Plant height - cm|day 196|COMP:0000077","Plant height - cm|day 214|COMP:0000078","Biomass_1_weed_g","Biomass_2_weed_g","Biomass_3_weed_g","Biomass_4_weed_g","notes","AUSTRIAN FIELD PEAS","DS Admiral","Frostmaster Peas","Icicle Winter Peas","Maxum","ND Dawn","ND Victory","NDP140510Y","NDP150231Y","NDP150412G","Organic 4010","delta field pea","peaName","pea_type"
"231",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510822,"MN18015X_004","MN-18015X-004,MN18015X-004,MN18015X004",NA,"plot",711254,"SpringOatPeaIntercrop_2024_NY_152",1,4,152,6,19,"test",NA,NA,NA,NA,NA,157,58,0,NA,NA,NA,NA,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frostmaster Peas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frostmaster Peas","forage"
"232",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510822,"MN18015X_004","MN-18015X-004,MN18015X-004,MN18015X004",NA,"subplot",713949,"SpringOatPeaIntercrop_2024_NY_152_subplot_1",1,4,152,6,19,"test",NA,NA,187.2,NA,NA,NA,NA,NA,NA,14.2,NA,NA,NA,NA,5,12,69,68,78,12,28,82,84,83,NA,76,NA,NA,NA,NA,NA,"Frostmaster Peas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frostmaster Peas","forage"
"233",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510822,"MN18015X_004","MN-18015X-004,MN18015X-004,MN18015X004",NA,"subplot",713951,"SpringOatPeaIntercrop_2024_NY_152_subplot_2",1,4,152,6,19,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9,58,64,84,16,26,83,97,98,NA,NA,NA,NA,NA,NA,NA,"Frostmaster Peas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frostmaster Peas","forage"
"234",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510822,"MN18015X_004","MN-18015X-004,MN18015X-004,MN18015X004",NA,"subplot",713953,"SpringOatPeaIntercrop_2024_NY_152_subplot_3",1,4,152,6,19,"test",NA,NA,NA,249.4,NA,NA,NA,NA,NA,NA,45.5,NA,NA,NA,7,10,59,75,64,16,22,76,86,97,NA,NA,57.4,NA,NA,NA,NA,"Frostmaster Peas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frostmaster Peas","forage"
"235",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",202123,"IL17-7339","17-7339",NA,"plot",711276,"SpringOatPeaIntercrop_2024_NY_153",1,4,153,6,18,"test",NA,NA,NA,NA,NA,144,68,1,NA,NA,NA,NA,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DS Admiral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DS Admiral","field"
"236",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",202123,"IL17-7339","17-7339",NA,"subplot",714104,"SpringOatPeaIntercrop_2024_NY_153_subplot_1",1,4,153,6,18,"test",NA,NA,NA,249.5,NA,NA,NA,NA,NA,NA,49.3,NA,NA,NA,7,11,46,72,60,12,23,72,70,74,NA,NA,112.1,NA,NA,NA,"DS Admiral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DS Admiral","field"
"237",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",202123,"IL17-7339","17-7339",NA,"subplot",714105,"SpringOatPeaIntercrop_2024_NY_153_subplot_2",1,4,153,6,18,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,46,50,48,36,24,63,75,74,NA,NA,NA,NA,NA,NA,"DS Admiral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DS Admiral","field"
"238",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",202123,"IL17-7339","17-7339",NA,"subplot",714106,"SpringOatPeaIntercrop_2024_NY_153_subplot_3",1,4,153,6,18,"test",NA,NA,137.2,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,3,14,51,44,45,17,20,64,73,75,NA,54.4,NA,NA,NA,NA,"DS Admiral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DS Admiral","field"
"239",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",202123,"IL17-7339","17-7339",NA,"plot",711186,"SpringOatPeaIntercrop_2024_NY_154",1,4,154,6,17,"test",NA,NA,NA,NA,NA,211,82,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"240",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",202123,"IL17-7339","17-7339",NA,"subplot",713526,"SpringOatPeaIntercrop_2024_NY_154_subplot_1",1,4,154,6,17,"test",NA,NA,NA,284.6,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,24,27,68,82,70,NA,NA,106.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"241",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",202123,"IL17-7339","17-7339",NA,"subplot",713528,"SpringOatPeaIntercrop_2024_NY_154_subplot_2",1,4,154,6,17,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,18,30,71,77,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"242",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",202123,"IL17-7339","17-7339",NA,"subplot",713530,"SpringOatPeaIntercrop_2024_NY_154_subplot_3",1,4,154,6,17,"test",NA,NA,197.5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,25,27,70,81,75,NA,37.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"243",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",102599,"LEGGETT","01RAT27,LEGGET,Leggett,Leggett (ck),OT2021,RL 1962,W00371",NA,"plot",711349,"SpringOatPeaIntercrop_2024_NY_155",1,4,155,6,16,"test",NA,NA,NA,NA,NA,239,98,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"244",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",102599,"LEGGETT","01RAT27,LEGGET,Leggett,Leggett (ck),OT2021,RL 1962,W00371",NA,"subplot",714513,"SpringOatPeaIntercrop_2024_NY_155_subplot_1",1,4,155,6,16,"test",NA,NA,162.2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,17,24,76,88,92,NA,30.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"245",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",102599,"LEGGETT","01RAT27,LEGGET,Leggett,Leggett (ck),OT2021,RL 1962,W00371",NA,"subplot",714515,"SpringOatPeaIntercrop_2024_NY_155_subplot_2",1,4,155,6,16,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,16,22,81,97,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"246",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",102599,"LEGGETT","01RAT27,LEGGET,Leggett,Leggett (ck),OT2021,RL 1962,W00371",NA,"subplot",714517,"SpringOatPeaIntercrop_2024_NY_155_subplot_3",1,4,155,6,16,"test",NA,NA,NA,NA,211.8,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,12,25,73,91,89,NA,NA,NA,113.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"247",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",102599,"LEGGETT","01RAT27,LEGGET,Leggett,Leggett (ck),OT2021,RL 1962,W00371",NA,"plot",711316,"SpringOatPeaIntercrop_2024_NY_156",1,4,156,6,15,"test",NA,NA,NA,NA,NA,264,99,5,NA,NA,NA,NA,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NDP140510Y",NA,NA,NA,NA,"NDP140510Y","field"
"248",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",102599,"LEGGETT","01RAT27,LEGGET,Leggett,Leggett (ck),OT2021,RL 1962,W00371",NA,"subplot",714134,"SpringOatPeaIntercrop_2024_NY_156_subplot_1",1,4,156,6,15,"test",NA,NA,211.3,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,2,11,42,58,67,11,22,75,100,104,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NDP140510Y",NA,NA,NA,NA,"NDP140510Y","field"
"249",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",102599,"LEGGETT","01RAT27,LEGGET,Leggett,Leggett (ck),OT2021,RL 1962,W00371",NA,"subplot",714136,"SpringOatPeaIntercrop_2024_NY_156_subplot_2",1,4,156,6,15,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,17,58,26,53,15,31,84,103,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NDP140510Y",NA,NA,NA,NA,"NDP140510Y","field"
"250",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",102599,"LEGGETT","01RAT27,LEGGET,Leggett,Leggett (ck),OT2021,RL 1962,W00371",NA,"subplot",714138,"SpringOatPeaIntercrop_2024_NY_156_subplot_3",1,4,156,6,15,"test",NA,NA,NA,NA,313.9,NA,NA,NA,NA,NA,NA,10.5,NA,NA,10,10,43,40,43,31,26,89,99,100,NA,NA,NA,66.3,NA,NA,NA,NA,NA,NA,NA,NA,"NDP140510Y",NA,NA,NA,NA,"NDP140510Y","field"
"251",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",499632,"A11","A11",NA,"plot",711299,"SpringOatPeaIntercrop_2024_NY_157",1,4,157,6,14,"test",NA,NA,NA,NA,NA,264,105,5,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"252",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",499632,"A11","A11",NA,"subplot",714223,"SpringOatPeaIntercrop_2024_NY_157_subplot_1",1,4,157,6,14,"test",NA,NA,NA,244.8,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,1,10,58,65,0,17,15,68,91,95,NA,NA,124.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"253",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",499632,"A11","A11",NA,"subplot",714225,"SpringOatPeaIntercrop_2024_NY_157_subplot_2",1,4,157,6,14,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,27,21,76,95,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"254",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",499632,"A11","A11",NA,"subplot",714227,"SpringOatPeaIntercrop_2024_NY_157_subplot_3",1,4,157,6,14,"test",NA,NA,181.1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,10,24,72,93,97,NA,80.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"255",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",499632,"A11","A11",NA,"plot",711354,"SpringOatPeaIntercrop_2024_NY_158",1,4,158,6,13,"test",NA,NA,NA,NA,NA,213,97,7,NA,NA,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"delta field pea","delta field pea","field"
"256",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",499632,"A11","A11",NA,"subplot",714437,"SpringOatPeaIntercrop_2024_NY_158_subplot_1",1,4,158,6,13,"test",NA,NA,NA,212,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,4,12,46,46,54,16,24,68,77,102,NA,NA,187.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"delta field pea","delta field pea","field"
"257",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",499632,"A11","A11",NA,"subplot",714439,"SpringOatPeaIntercrop_2024_NY_158_subplot_2",1,4,158,6,13,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,38,43,41,37,23,75,81,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"delta field pea","delta field pea","field"
"258",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",499632,"A11","A11",NA,"subplot",714441,"SpringOatPeaIntercrop_2024_NY_158_subplot_3",1,4,158,6,13,"test",NA,NA,206.8,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,3,11,30,42,45,25,24,76,91,88,NA,66.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"delta field pea","delta field pea","field"
"259",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",102429,"GOPHER","03C0700851,AA 568,BGR8099,CAP 0038,C.I. No. 2027,Copher,Favorit,GOPH,Gopher,GOPHER (ck),Gopher Oats,Minnesota No. 674,Mn 674,RL 158,RL 1793,RL 834,RL No. 158",NA,"plot",711197,"SpringOatPeaIntercrop_2024_NY_159",1,4,159,6,12,"test",NA,NA,NA,NA,NA,350,149,7,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND Victory",NA,NA,NA,NA,NA,"ND Victory","field"
"260",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",102429,"GOPHER","03C0700851,AA 568,BGR8099,CAP 0038,C.I. No. 2027,Copher,Favorit,GOPH,Gopher,GOPHER (ck),Gopher Oats,Minnesota No. 674,Mn 674,RL 158,RL 1793,RL 834,RL No. 158",NA,"subplot",713717,"SpringOatPeaIntercrop_2024_NY_159_subplot_1",1,4,159,6,12,"test",NA,NA,NA,NA,310.7,NA,NA,NA,NA,NA,NA,16,NA,NA,11,10,56,53,68,22,24,92,112,115,NA,NA,NA,61.9,NA,NA,NA,NA,NA,NA,NA,"ND Victory",NA,NA,NA,NA,NA,"ND Victory","field"
"261",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",102429,"GOPHER","03C0700851,AA 568,BGR8099,CAP 0038,C.I. No. 2027,Copher,Favorit,GOPH,Gopher,GOPHER (ck),Gopher Oats,Minnesota No. 674,Mn 674,RL 158,RL 1793,RL 834,RL No. 158",NA,"subplot",713720,"SpringOatPeaIntercrop_2024_NY_159_subplot_2",1,4,159,6,12,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,41,60,58,31,28,100,93,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND Victory",NA,NA,NA,NA,NA,"ND Victory","field"
"262",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",102429,"GOPHER","03C0700851,AA 568,BGR8099,CAP 0038,C.I. No. 2027,Copher,Favorit,GOPH,Gopher,GOPHER (ck),Gopher Oats,Minnesota No. 674,Mn 674,RL 158,RL 1793,RL 834,RL No. 158",NA,"subplot",713722,"SpringOatPeaIntercrop_2024_NY_159_subplot_3",1,4,159,6,12,"test",NA,15.3,NA,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,0,10,48,48,35,13,22,100,94,110,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND Victory",NA,NA,NA,NA,NA,"ND Victory","field"
"263",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510822,"MN18015X_004","MN-18015X-004,MN18015X-004,MN18015X004",NA,"subplot",713737,"SpringOatPeaIntercrop_2024_NY_15_subplot_1",1,1,15,2,6,"test",NA,39.7,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,0,0,58,68,73,35,28,90,107,107,14.9,NA,NA,NA,NA,NA,NA,NA,"Icicle Winter Peas",NA,NA,NA,NA,NA,NA,NA,NA,"Icicle Winter Peas","forage"
"264",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510822,"MN18015X_004","MN-18015X-004,MN18015X-004,MN18015X004",NA,"subplot",713739,"SpringOatPeaIntercrop_2024_NY_15_subplot_2",1,1,15,2,6,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,63,55,0,54,29,86,116,104,NA,NA,NA,NA,NA,NA,NA,NA,"Icicle Winter Peas",NA,NA,NA,NA,NA,NA,NA,NA,"Icicle Winter Peas","forage"
"265",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510822,"MN18015X_004","MN-18015X-004,MN18015X-004,MN18015X004",NA,"subplot",713741,"SpringOatPeaIntercrop_2024_NY_15_subplot_3",1,1,15,2,6,"test",NA,NA,NA,203.3,NA,NA,NA,NA,NA,NA,11.4,NA,NA,NA,0,0,60,83,81,16,22,77,99,110,NA,NA,167.2,NA,NA,NA,NA,NA,"Icicle Winter Peas",NA,NA,NA,NA,NA,NA,NA,NA,"Icicle Winter Peas","forage"
"266",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510822,"MN18015X_004","MN-18015X-004,MN18015X-004,MN18015X004",NA,"plot",711236,"SpringOatPeaIntercrop_2024_NY_16",1,1,16,2,5,"test",NA,NA,NA,NA,NA,160,55,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
